species	larva	segment	anterior	posterior	denticle.width
Dsan	49	A3	46.59	49.52	2.93
Dsan	49	A4	53.8	57.1	3.3
Dsan	49	A5	61.21	64.32	3.11
Dsan	49	A6	68.62	71.4	2.78
Dsan	49	A7	76.1	78.63	2.53
Dsan	49	A8	83.09	85.46	2.37
Dsan	50	A1	30.97	32.6	1.63
Dsan	50	A2	37.52	40.85	3.33
Dsan	50	A3	45.44	48.59	3.15
Dsan	50	A4	53.12	56.35	3.23
Dsan	50	A5	60.66	63.86	3.2
Dsan	50	A6	68.23	71.55	3.32
Dsan	50	A7	75.62	78.86	3.24
Dsan	50	A8	82.84	85.17	2.33
Dsan	51	A1	31.03	33.18	2.15
Dsan	51	A2	37.94	41.31	3.37
Dsan	51	A3	45.93	49.52	3.59
Dsan	51	A4	53.99	57.43	3.44
Dsan	51	A5	61.7	65.15	3.45
Dsan	51	A6	69.09	73.02	3.93
Dsan	51	A7	76.77	80.35	3.58
Dsan	51	A8	83.95	86.11	2.16
Dsan	52	A1	31.28	32.96	1.68
Dsan	52	A2	37.71	40.9	3.19
Dsan	52	A3	45.29	48.42	3.13
Dsan	52	A4	52.74	55.91	3.17
Dsan	52	A5	59.78	62.84	3.06
Dsan	52	A6	67.1	70.38	3.28
Dsan	52	A7	74.59	77.76	3.17
Dsan	52	A8	81.77	84.08	2.31
Dsan	53	A1	32.01	33.42	1.41
Dsan	53	A2	38.61	41.95	3.34
Dsan	53	A3	46.35	49.89	3.54
Dsan	53	A4	54.11	57.52	3.41
Dsan	53	A5	61.65	64.91	3.26
Dsan	53	A6	69.17	72.55	3.38
Dsan	53	A7	76.47	79.83	3.36
Dsan	53	A8	83.18	84.72	1.54
Dsan	54	A1	30.7	32.52	1.82
Dsan	54	A2	37.38	40.63	3.25
Dsan	54	A3	45.25	48.44	3.19
Dsan	54	A4	52.85	56.13	3.28
Dsan	54	A5	60.19	63.3	3.11
Dsan	54	A6	67.68	70.89	3.21
Dsan	54	A7	75.33	78.62	3.29
Dsan	54	A8	82.5	85.3	2.8
Dsan	55	A1	31.81	33.21	1.4
Dsan	55	A2	38.37	41.57	3.2
Dsan	55	A3	45.81	49.09	3.28
Dsan	55	A4	53.48	56.7	3.22
Dsan	55	A5	60.73	63.95	3.22
Dsan	55	A6	68.21	71.62	3.41
Dsan	55	A7	75.81	79.15	3.34
Dsan	55	A8	83.44	86.49	3.05
Dsan	56	A1	32.36	34.12	1.76
Dsan	56	A2	38.97	42.11	3.14
Dsan	56	A3	47.08	50.12	3.04
Dsan	56	A4	54.68	58.06	3.38
Dsan	56	A5	62.24	65.59	3.35
Dsan	56	A6	69.7	73.31	3.61
Dsan	56	A7	77.31	80.84	3.53
Dsan	56	A8	84.91	87.52	2.61
Dsan	57	A1	29.51	30.98	1.47
Dsan	57	A2	36.29	39.36	3.07
Dsan	57	A3	43.91	47.47	3.56
Dsan	57	A4	51.18	54.38	3.2
Dsan	57	A5	59	62.2	3.2
Dsan	57	A6	66.69	70.38	3.69
Dsan	57	A7	75.12	78.05	2.93
Dsan	57	A8	82.54	85.21	2.67
Dsan	58	A1	30.48	32.13	1.65
Dsan	58	A2	37.17	40.21	3.04
Dsan	58	A3	44.57	47.64	3.07
Dsan	58	A4	52.11	55.3	3.19
Dsan	58	A5	59.53	62.98	3.45
Dsan	58	A6	66.68	70.47	3.79
Dsan	58	A7	74.35	77.94	3.59
Dsan	58	A8	81.9	84.67	2.77
Dsan	59	A1	30.99	32.72	1.73
Dsan	59	A2	37.78	41.02	3.24
Dsan	59	A3	45.47	48.61	3.14
Dsan	59	A4	53	56.16	3.16
Dsan	59	A5	60.09	63.52	3.43
Dsan	59	A6	67.53	71.18	3.65
Dsan	59	A7	75.1	78.86	3.76
Dsan	59	A8	82.59	85.52	2.93
Dsan	60	A1	31.82	33.43	1.61
Dsan	60	A2	38.45	41.73	3.28
Dsan	60	A3	46.29	49.55	3.26
Dsan	60	A4	54.09	57.33	3.24
Dsan	60	A5	61.41	64.82	3.41
Dsan	60	A6	68.76	72.06	3.3
Dsan	60	A7	76.21	79.36	3.15
Dsan	60	A8	83.65	86.38	2.73
Dsan	61	A1	29.99	31.63	1.64
Dsan	61	A2	36.63	39.95	3.32
Dsan	61	A3	44.79	48.04	3.25
Dsan	61	A4	52.4	55.58	3.18
Dsan	61	A5	59.81	63.13	3.32
Dsan	61	A6	67.31	70.7	3.39
Dsan	61	A7	75.07	78.2	3.13
Dsan	61	A8	82.19	83.97	1.78
Dsan	62	A1	31.57	33.17	1.6
Dsan	62	A2	38.51	41.63	3.12
Dsan	62	A3	46.13	49.19	3.06
Dsan	62	A4	53.52	56.25	2.73
Dsan	62	A5	60.67	63.86	3.19
Dsan	62	A6	68.04	71.3	3.26
Dsan	62	A7	75.63	79.03	3.4
Dsan	62	A8	83.64	86.49	2.85
Dsan	63	A1	31.36	32.84	1.48
Dsan	63	A2	37.76	41.05	3.29
Dsan	63	A3	45.56	48.83	3.27
Dsan	63	A4	53.1	56.4	3.3
Dsan	63	A5	60.67	63.99	3.32
Dsan	63	A6	68.12	71.27	3.15
Dsan	63	A7	75.35	78.71	3.36
Dsan	63	A8	82.97	85.47	2.5
Dsan	64	A1	30.87	32.42	1.55
Dsan	64	A2	37.6	40.66	3.06
Dsan	64	A3	45.45	48.6	3.15
Dsan	64	A4	53.23	56.18	2.95
Dsan	64	A5	60.52	63.66	3.14
Dsan	64	A6	67.95	71.4	3.45
Dsan	64	A7	75.71	78.94	3.23
Dsan	64	A8	83.05	85.7	2.65
Dsan	65	A1	31.71	33.14	1.43
Dsan	65	A2	38.16	41.58	3.42
Dsan	65	A3	46.11	49.53	3.42
Dsan	65	A4	54.06	57.45	3.39
Dsan	65	A5	61.69	64.88	3.19
Dsan	65	A6	68.96	72.29	3.33
Dsan	65	A7	76.39	79.76	3.37
Dsan	65	A8	84.15	86.7	2.55
Dsan	66	A1	30.75	32.52	1.77
Dsan	66	A2	37.61	40.89	3.28
Dsan	66	A3	45.34	48.21	2.87
Dsan	66	A4	52.44	55.87	3.43
Dsan	66	A5	60.05	63.67	3.62
Dsan	66	A6	67.68	71.2	3.52
Dsan	66	A7	75.9	79.54	3.64
Dsan	66	A8	83.9	87.2	3.3
Dsan	67	A1	30.63	32.2	1.57
Dsan	67	A2	37.52	40.86	3.34
Dsan	67	A3	45.29	48.7	3.41
Dsan	67	A4	52.96	56.2	3.24
Dsan	67	A5	60.15	63.44	3.29
Dsan	67	A6	67.62	71.1	3.48
Dsan	67	A7	75.46	78.72	3.26
Dsan	67	A8	82.83	85.64	2.81
Dsan	68	A1	30.67	32.21	1.54
Dsan	68	A2	37.29	40.48	3.19
Dsan	68	A3	45.22	48.43	3.21
Dsan	68	A4	52.69	56.05	3.36
Dsan	68	A5	60.01	63.12	3.11
Dsan	68	A6	67.27	70.57	3.3
Dsan	68	A7	74.87	78.38	3.51
Dsan	68	A8	82.68	85.69	3.01
Dsan	69	A1	31.35	33.06	1.71
Dsan	69	A2	38.04	41.45	3.41
Dsan	69	A3	45.87	49.07	3.2
Dsan	69	A4	53.39	56.78	3.39
Dsan	69	A5	60.85	64.11	3.26
Dsan	69	A6	68.33	71.58	3.25
Dsan	69	A7	75.72	79.31	3.59
Dsan	69	A8	83.52	86.01	2.49
Dsan	70	A1	29.29	30.9	1.61
Dsan	70	A2	36.09	39.19	3.1
Dsan	70	A3	43.81	47.17	3.36
Dsan	70	A4	51.62	54.97	3.35
Dsan	70	A5	59.15	62.56	3.41
Dsan	70	A6	66.95	70.36	3.41
Dsan	70	A7	74.72	78.26	3.54
Dsan	70	A8	82.9	86.07	3.17
Dsan	71	A1	31.63	33.14	1.51
Dsan	71	A2	38.03	41.22	3.19
Dsan	71	A3	45.6	48.79	3.19
Dsan	71	A4	52.63	55.82	3.19
Dsan	71	A5	59.85	63.23	3.38
Dsan	71	A6	67.17	70.69	3.52
Dsan	71	A7	74.72	78.28	3.56
Dsan	71	A8	82.12	85.2	3.08
Dsan	72	A1	30.66	32.2	1.54
Dsan	72	A2	37.28	40.51	3.23
Dsan	72	A3	45.1	48.21	3.11
Dsan	72	A4	52.77	55.92	3.15
Dsan	72	A5	60.2	63.49	3.29
Dsan	72	A6	67.69	71.03	3.34
Dsan	72	A7	75.11	78.54	3.43
Dsan	72	A8	82.5	85.35	2.85
Dsan	73	A1	29.85	31.44	1.59
Dsan	73	A2	36.74	40.13	3.39
Dsan	73	A3	44.81	48.13	3.32
Dsan	73	A4	52.73	55.97	3.24
Dsan	73	A5	60.58	63.85	3.27
Dsan	73	A6	68.22	71.62	3.4
Dsan	73	A7	76	79.5	3.5
Dsan	73	A8	84.1	87.21	3.11
Dsan	74	A1	30.97	32.49	1.52
Dsan	74	A2	37.8	41.19	3.39
Dsan	74	A3	45.88	48.98	3.1
Dsan	74	A4	53.16	56.23	3.07
Dsan	74	A5	60.8	64	3.2
Dsan	74	A6	68.43	71.56	3.13
Dsan	74	A7	75.69	78.53	2.84
Dsan	74	A8	83.25	86.05	2.8
Dsan	75	A1	31.5	32.86	1.36
Dsan	75	A2	37.78	41	3.22
Dsan	75	A3	45.55	48.63	3.08
Dsan	75	A4	52.9	56.33	3.43
Dsan	75	A5	60.34	63.71	3.37
Dsan	75	A6	67.6	70.94	3.34
Dsan	75	A7	74.98	77.99	3.01
Dsan	75	A8	82.33	85.11	2.78
Dsan	76	A1	32.38	33.81	1.43
Dsan	76	A2	39.07	41.97	2.9
Dsan	76	A3	46.61	49.42	2.81
Dsan	76	A4	53.99	56.82	2.83
Dsan	76	A5	61.29	64.16	2.87
Dsan	76	A6	68.54	71.08	2.54
Dsan	76	A7	75.46	78.12	2.66
Dsan	76	A8	82.79	86	3.21
Dsan	77	A1	30.75	32.32	1.57
Dsan	77	A2	37.54	40.8	3.26
Dsan	77	A3	45.63	48.8	3.17
Dsan	77	A4	53.06	55.87	2.81
Dsan	77	A5	60.1	63.41	3.31
Dsan	77	A6	67.71	70.88	3.17
Dsan	77	A7	75.41	78.6	3.19
Dsan	77	A8	82.95	85.89	2.94
Dsan	78	A1	30.66	32.19	1.53
Dsan	78	A2	37.38	40.62	3.24
Dsan	78	A3	45.3	48.21	2.91
Dsan	78	A4	52.76	55.93	3.17
Dsan	78	A5	60.35	62.94	2.59
Dsan	78	A6	67.35	70.26	2.91
Dsan	78	A7	74.92	77.77	2.85
Dsan	78	A8	82.47	85.87	3.4
Dsan	79	A1	29.87	31.17	1.3
Dsan	79	A2	36.86	40.29	3.43
Dsan	79	A3	44.62	47.48	2.86
Dsan	79	A4	52	54.93	2.93
Dsan	79	A5	59.35	63	3.65
Dsan	79	A6	67.48	70.33	2.85
Dsan	79	A7	74.25	77.77	3.52
Dsan	79	A8	82.15	84.69	2.54
Dsan	80	A1	30.48	31.87	1.39
Dsan	80	A2	37.14	40.33	3.19
Dsan	80	A3	44.76	48.08	3.32
Dsan	80	A4	52.56	55.52	2.96
Dsan	80	A5	59.63	62.96	3.33
Dsan	80	A6	67.37	70.62	3.25
Dsan	80	A7	74.99	78.3	3.31
Dsan	80	A8	82.64	85.83	3.19
Dsan	81	A1	32.12	33.84	1.72
Dsan	81	A2	38.53	42.26	3.73
Dsan	81	A3	46.54	49.86	3.32
Dsan	81	A4	54.08	57.12	3.04
Dsan	81	A5	61.11	64.21	3.1
Dsan	81	A6	68.07	71.22	3.15
Dsan	81	A7	75.32	78.29	2.97
Dsan	81	A8	82.6	85.28	2.68
Dsan	82	A1	31.16	32.69	1.53
Dsan	82	A2	37.75	41.12	3.37
Dsan	82	A3	45.59	48.9	3.31
Dsan	82	A4	53.04	56.39	3.35
Dsan	82	A5	60.95	63.75	2.8
Dsan	82	A6	67.95	71.13	3.18
Dsan	82	A7	75.45	78.9	3.45
Dsan	82	A8	82.64	85.97	3.33
Dsan	83	A1	30.68	32.24	1.56
Dsan	83	A2	37.55	40.88	3.33
Dsan	83	A3	45.56	48.91	3.35
Dsan	83	A4	53.26	56.36	3.1
Dsan	83	A5	60.45	63.89	3.44
Dsan	83	A6	68.43	71.77	3.34
Dsan	83	A7	76.28	79.29	3.01
Dsan	83	A8	83.24	86.34	3.1
Dsan	84	A1	30.8	32.34	1.54
Dsan	84	A2	37.01	40.09	3.08
Dsan	84	A3	44.4	47.34	2.94
Dsan	84	A4	51.58	54.57	2.99
Dsan	84	A5	58.97	62	3.03
Dsan	84	A6	65.6	68.88	3.28
Dsan	84	A7	72.95	76.16	3.21
Dsan	84	A8	79.99	83.34	3.35
Dsan	85	A1	30.38	31.99	1.61
Dsan	85	A2	37.05	40.24	3.19
Dsan	85	A3	44.79	47.76	2.97
Dsan	85	A4	52.35	55.56	3.21
Dsan	85	A5	60.15	63.43	3.28
Dsan	85	A6	67.96	71.4	3.44
Dsan	85	A7	76.11	79.63	3.52
Dsan	85	A8	83.09	85.08	1.99
Dsan	86	A1	30.13	31.79	1.66
Dsan	86	A2	36.82	39.93	3.11
Dsan	86	A3	44.62	47.54	2.92
Dsan	86	A4	52.23	55.71	3.48
Dsan	86	A5	60.35	63.69	3.34
Dsan	86	A6	68.33	71.35	3.02
Dsan	86	A7	75.83	79.05	3.22
Dsan	86	A8	83.49	86.26	2.77
Dsan	87	A1	31.2	32.77	1.57
Dsan	87	A2	37.99	41.45	3.46
Dsan	87	A3	45.98	49.36	3.38
Dsan	87	A4	53.73	56.88	3.15
Dsan	87	A5	61.47	64.49	3.02
Dsan	87	A6	68.92	71.53	2.61
Dsan	87	A7	75.96	78.61	2.65
Dsan	87	A8	82.34	84.93	2.59
Dsan	88	A1	31.2	32.83	1.63
Dsan	88	A2	37.57	41.08	3.51
Dsan	88	A3	45.71	49.17	3.46
Dsan	88	A4	53.49	56.44	2.95
Dsan	88	A5	60.72	63.44	2.72
Dsan	88	A6	67.65	71.11	3.46
Dsan	88	A7	75.4	78.74	3.34
Dsan	88	A8	82.61	84.41	1.8
Dsan	89	A1	30.68	32.06	1.38
Dsan	89	A2	37.33	40.69	3.36
Dsan	89	A3	45.32	48.48	3.16
Dsan	89	A4	52.78	55.86	3.08
Dsan	89	A5	60.17	63.48	3.31
Dsan	89	A6	67.73	71.12	3.39
Dsan	89	A7	75.39	78.8	3.41
Dsan	89	A8	83.08	86.03	2.95
Dsan	90	A1	30.71	32.17	1.46
Dsan	90	A2	37.62	41	3.38
Dsan	90	A3	45.7	49.08	3.38
Dsan	90	A4	53.31	56.26	2.95
Dsan	90	A5	61.19	64.53	3.34
Dsan	90	A6	69.43	72.94	3.51
Dsan	90	A7	76.68	80.44	3.76
Dsan	90	A8	84.69	87.57	2.88
Dsan	91	A1	31.95	33.47	1.52
Dsan	91	A2	38.53	42	3.47
Dsan	91	A3	46.45	49.94	3.49
Dsan	91	A4	53.91	57.08	3.17
Dsan	91	A5	61.14	64.56	3.42
Dsan	91	A6	68.5	72.04	3.54
Dsan	91	A7	76.06	79.54	3.48
Dsan	91	A8	83.82	86.72	2.9
Dsan	92	A1	30.23	31.77	1.54
Dsan	92	A2	37.09	40.25	3.16
Dsan	92	A3	45.05	48.23	3.18
Dsan	92	A4	52.82	55.56	2.74
Dsan	92	A5	60.16	63.34	3.18
Dsan	92	A6	68.05	70.81	2.76
Dsan	92	A7	75.64	78.64	3
Dsan	92	A8	83.42	86.52	3.1
Dsan	93	A1	30.96	32.47	1.51
Dsan	93	A2	37.63	40.92	3.29
Dsan	93	A3	45.46	48.49	3.03
Dsan	93	A4	52.96	56.13	3.17
Dsan	93	A5	60.4	63.87	3.47
Dsan	93	A6	67.95	71.14	3.19
Dsan	93	A7	75.89	79.3	3.41
Dsan	93	A8	83.18	86.03	2.85
Dsan	94	A1	31.06	32.37	1.31
Dsan	94	A2	37.65	40.88	3.23
Dsan	94	A3	45.42	48.62	3.2
Dsan	94	A4	53.03	55.86	2.83
Dsan	94	A5	60.26	63.17	2.91
Dsan	94	A6	67.54	70.59	3.05
Dsan	94	A7	74.9	77.83	2.93
Dsan	94	A8	82.39	84.6	2.21
Dsan	95	A1	31.29	32.71	1.42
Dsan	95	A2	38.02	41.11	3.09
Dsan	95	A3	45.53	48.87	3.34
Dsan	95	A4	53.3	56.31	3.01
Dsan	95	A5	60.9	64.03	3.13
Dsan	95	A6	68.56	71.55	2.99
Dsan	95	A7	76.45	79.35	2.9
Dsan	95	A8	83.78	86.2	2.42
Dsan	96	A1	30.74	32.28	1.54
Dsan	96	A2	37.5	40.88	3.38
Dsan	96	A3	45.51	48.89	3.38
Dsan	96	A4	53.42	56.63	3.21
Dsan	96	A5	60.53	63.64	3.11
Dsan	96	A6	68.11	71.35	3.24
Dsan	96	A7	75.96	79.49	3.53
Dsan	96	A8	83.62	87.02	3.4
Dsan	97	A1	31.57	33.1	1.53
Dsan	97	A2	38.48	41.77	3.29
Dsan	97	A3	46.36	49.35	2.99
Dsan	97	A4	53.76	56.73	2.97
Dsan	97	A5	60.9	64.4	3.5
Dsan	97	A6	68.33	71.49	3.16
Dsan	97	A7	75.51	78.17	2.66
Dsan	97	A8	82.28	83.89	1.61
Dsan	98	A1	30.29	31.8	1.51
Dsan	98	A2	37.05	40.26	3.21
Dsan	98	A3	44.89	48.11	3.22
Dsan	98	A4	52.63	55.7	3.07
Dsan	98	A5	59.9	63.23	3.33
Dsan	98	A6	67.55	70.83	3.28
Dsan	98	A7	75.31	78.76	3.45
Dsan	98	A8	83.11	85.55	2.44
Dsan	99	A1	30.5	31.98	1.48
Dsan	99	A2	37.16	40.45	3.29
Dsan	99	A3	45.18	48.43	3.25
Dsan	99	A4	52.65	55.86	3.21
Dsan	99	A5	60.08	63.09	3.01
Dsan	99	A6	67.39	70.72	3.33
Dsan	99	A7	74.96	77.84	2.88
Dsan	99	A8	81.84	85.29	3.45
Dsan	100	A1	31.42	32.95	1.53
Dsan	100	A2	38.03	41.37	3.34
Dsan	100	A3	46.06	49.16	3.1
Dsan	100	A4	53.7	56.28	2.58
Dsan	100	A5	60.73	64.1	3.37
Dsan	100	A6	68.47	71.72	3.25
Dsan	100	A7	76.51	79.2	2.69
Dsan	100	A8	83.35	85.32	1.97
Dsan	101	A1	30.35	31.82	1.47
Dsan	101	A2	36.73	39.86	3.13
Dsan	101	A3	44.59	47.64	3.05
Dsan	101	A4	52.28	55.6	3.32
Dsan	101	A5	60.01	63.25	3.24
Dsan	101	A6	67.61	70.39	2.78
Dsan	101	A7	74.79	77.64	2.85
Dsan	101	A8	81.9	84.98	3.08
Dsan	102	A1	31.68	33.26	1.58
Dsan	102	A2	38.24	41.32	3.08
Dsan	102	A3	46.12	49.14	3.02
Dsan	102	A4	53.28	56.4	3.12
Dsan	102	A5	60.65	63.68	3.03
Dsan	102	A6	67.73	70.93	3.2
Dsan	102	A7	75.23	78.55	3.32
Dsan	102	A8	82.21	84.71	2.5
Dsan	103	A1	31.47	32.88	1.41
Dsan	103	A2	38	41.13	3.13
Dsan	103	A3	45.73	48.66	2.93
Dsan	103	A4	52.95	55.72	2.77
Dsan	103	A5	59.88	62.92	3.04
Dsan	103	A6	66.91	70.38	3.47
Dsan	103	A7	74.21	77.16	2.95
Dsan	103	A8	81.11	83.77	2.66
Dsan	104	A1	30.84	32.81	1.97
Dsan	104	A2	37.73	41.11	3.38
Dsan	104	A3	45.68	48.85	3.17
Dsan	104	A4	53.06	56.44	3.38
Dsan	104	A5	60.44	63.65	3.21
Dsan	104	A6	67.96	70.82	2.86
Dsan	104	A7	75.17	78.08	2.91
Dsan	104	A8	82.27	84.68	2.41
Dsan	105	A1	29.48	31.13	1.65
Dsan	105	A2	36.39	39.55	3.16
Dsan	105	A3	44.39	47.74	3.35
Dsan	105	A4	52.03	55.57	3.54
Dsan	105	A5	59.77	63.11	3.34
Dsan	105	A6	67.66	71	3.34
Dsan	105	A7	75.59	79.01	3.42
Dsan	105	A8	83.2	85.88	2.68
Dsan	106	A1	31.11	32.46	1.35
Dsan	106	A2	37.68	40.93	3.25
Dsan	106	A3	45.33	48.73	3.4
Dsan	106	A4	53.48	57.04	3.56
Dsan	106	A5	60.92	64.22	3.3
Dsan	106	A6	68.55	71.88	3.33
Dsan	106	A7	76.22	79.46	3.24
Dsan	106	A8	83.77	87.23	3.46
Dsan	107	A1	30.43	31.96	1.53
Dsan	107	A2	37.01	40.27	3.26
Dsan	107	A3	44.79	48.07	3.28
Dsan	107	A4	52.53	55.82	3.29
Dsan	107	A5	60.16	63.25	3.09
Dsan	107	A6	67.59	70.83	3.24
Dsan	107	A7	75.23	78.56	3.33
Dsan	107	A8	82.87	85.09	2.22
Dsan	108	A1	30.84	32.26	1.42
Dsan	108	A2	37.49	40.9	3.41
Dsan	108	A3	45.41	48.88	3.47
Dsan	108	A4	53.12	56.17	3.05
Dsan	108	A5	60.44	63.61	3.17
Dsan	108	A6	68.06	71.12	3.06
Dsan	108	A7	75.26	78.38	3.12
Dsan	108	A8	82.79	85.18	2.39
Dsan	109	A1	31.23	32.81	1.58
Dsan	109	A2	37.97	41.39	3.42
Dsan	109	A3	45.93	49.02	3.09
Dsan	109	A4	53.52	56.63	3.11
Dsan	109	A5	61.11	63.94	2.83
Dsan	109	A6	67.97	70.69	2.72
Dsan	109	A7	75.11	77.66	2.55
Dsan	109	A8	82.03	83.39	1.36
Dsan	110	A1	30.7	32.16	1.46
Dsan	110	A2	36.93	40.27	3.34
Dsan	110	A3	45.01	48.11	3.1
Dsan	110	A4	52.3	55.57	3.27
Dsan	110	A5	59.94	63.07	3.13
Dsan	110	A6	67.26	70.64	3.38
Dsan	110	A7	75.15	78.49	3.34
Dsan	110	A8	82.61	85.42	2.81
Dsan	111	A1	30.24	31.78	1.54
Dsan	111	A2	36.99	40.22	3.23
Dsan	111	A3	45.05	48.34	3.29
Dsan	111	A4	52.85	56.09	3.24
Dsan	111	A5	60.87	64.08	3.21
Dsan	111	A6	68.73	71.97	3.24
Dsan	111	A7	76.37	79.54	3.17
Dsan	111	A8	83.3	86.07	2.77
Dsan	112	A1	30.09	31.51	1.42
Dsan	112	A2	36.64	39.9	3.26
Dsan	112	A3	44.38	47.55	3.17
Dsan	112	A4	52.29	55.53	3.24
Dsan	112	A5	59.99	63.39	3.4
Dsan	112	A6	67.7	71.14	3.44
Dsan	112	A7	75.45	78.97	3.52
Dsan	112	A8	81.67	86.42	4.75
Dsan	113	A1	31.02	32.56	1.54
Dsan	113	A2	37.91	41.24	3.33
Dsan	113	A3	45.81	49.04	3.23
Dsan	113	A4	53.49	56.63	3.14
Dsan	113	A5	60.91	63.78	2.87
Dsan	113	A6	68.17	71.32	3.15
Dsan	113	A7	75.85	78.48	2.63
Dsan	113	A8	82.56	84.6	2.04
Dsan	114	A1	31.33	32.78	1.45
Dsan	114	A2	37.92	41.28	3.36
Dsan	114	A3	45.76	49.1	3.34
Dsan	114	A4	53.17	56.49	3.32
Dsan	114	A5	60.7	63.93	3.23
Dsan	114	A6	68.21	71.58	3.37
Dsan	114	A7	75.9	79.25	3.35
Dsan	114	A8	83.41	86.42	3.01
Dsan	115	A1	30.23	31.87	1.64
Dsan	115	A2	37.14	40.48	3.34
Dsan	115	A3	44.93	48.27	3.34
Dsan	115	A4	52.7	56.04	3.34
Dsan	115	A5	60.23	63.37	3.14
Dsan	115	A6	67.67	71.02	3.35
Dsan	115	A7	75.23	78.59	3.36
Dsan	115	A8	82.88	85.69	2.81
Dsan	116	A1	31.01	32.49	1.48
Dsan	116	A2	37.5	40.85	3.35
Dsan	116	A3	45.4	48.79	3.39
Dsan	116	A4	53.32	56.69	3.37
Dsan	116	A5	60.94	64.41	3.47
Dsan	116	A6	68.47	72.05	3.58
Dsan	116	A7	76.22	79.45	3.23
Dsan	116	A8	83.01	85.22	2.21
Dsan	117	A1	29.97	31.43	1.46
Dsan	117	A2	36.46	39.59	3.13
Dsan	117	A3	44.21	47.41	3.2
Dsan	117	A4	51.88	55.03	3.15
Dsan	117	A5	59.29	62.63	3.34
Dsan	117	A6	66.94	70.28	3.34
Dsan	117	A7	74.6	77.71	3.11
Dsan	117	A8	82.07	83.96	1.89
Dsan	118	A1	32.43	33.83	1.4
Dsan	118	A2	38.72	42.04	3.32
Dsan	118	A3	46.49	49.69	3.2
Dsan	118	A4	53.89	57.07	3.18
Dsan	118	A5	60.88	64.13	3.25
Dsan	118	A6	67.94	71.27	3.33
Dsan	118	A7	75.54	78.41	2.87
Dsan	118	A8	82.39	84.21	1.82
Dsan	119	A1	32.12	33.74	1.62
Dsan	119	A2	38.85	42.09	3.24
Dsan	119	A3	46.83	49.87	3.04
Dsan	119	A4	54.2	57.25	3.05
Dsan	119	A5	61.79	64.82	3.03
Dsan	119	A6	69.03	72.36	3.33
Dsan	119	A7	76.65	79.55	2.9
Dsan	119	A8	83.76	86.7	2.94
Dsan	120	A1	31.45	32.91	1.46
Dsan	120	A2	38.21	41.42	3.21
Dsan	120	A3	46.1	49.33	3.23
Dsan	120	A4	53.74	56.81	3.07
Dsan	120	A5	61.12	64.23	3.11
Dsan	120	A6	68.59	71.64	3.05
Dsan	120	A7	76.54	79.36	2.82
Dsan	120	A8	83.76	85.4	1.64
Dsan	121	A1	30.34	31.84	1.5
Dsan	121	A2	36.92	40.17	3.25
Dsan	121	A3	45.13	48.21	3.08
Dsan	121	A4	52.6	55.82	3.22
Dsan	121	A5	60.13	63.42	3.29
Dsan	121	A6	67.54	70.62	3.08
Dsan	121	A7	74.89	77.69	2.8
Dsan	121	A8	80.99	82.63	1.64
Dsan	122	A1	29.92	31.28	1.36
Dsan	122	A2	36.42	39.6	3.18
Dsan	122	A3	44.31	47.51	3.2
Dsan	122	A4	52.08	55.53	3.45
Dsan	122	A5	60.12	63.36	3.24
Dsan	122	A6	67.83	70.93	3.1
Dsan	122	A7	74.8	77.54	2.74
Dsan	122	A8	81.39	83.44	2.05
Dsan	123	A1	30.77	32.15	1.38
Dsan	123	A2	37.25	40.57	3.32
Dsan	123	A3	45.17	48.51	3.34
Dsan	123	A4	53.23	55.95	2.72
Dsan	123	A5	60.41	63.54	3.13
Dsan	123	A6	68.11	70.91	2.8
Dsan	123	A7	75.62	78.13	2.51
Dsan	123	A8	81.93	84.34	2.41
Dsan	124	A1	31.69	33.23	1.54
Dsan	124	A2	37.99	41.48	3.49
Dsan	124	A3	46.17	49.25	3.08
Dsan	124	A4	53.73	57.31	3.58
Dsan	124	A5	61.38	64.78	3.4
Dsan	124	A6	68.84	71.98	3.14
Dsan	124	A7	76.48	79.53	3.05
Dsan	124	A8	83.98	86.66	2.68
Dsan	125	A1	30.64	31.95	1.31
Dsan	125	A2	37.06	40.39	3.33
Dsan	125	A3	45.13	47.86	2.73
Dsan	125	A4	52.51	55.56	3.05
Dsan	125	A5	59.92	62.91	2.99
Dsan	125	A6	67.46	70.41	2.95
Dsan	125	A7	74.46	77.18	2.72
Dsan	125	A8	81.47	83.29	1.82
Dsan	126	A1	30.68	31.96	1.28
Dsan	126	A2	37.09	40.37	3.28
Dsan	126	A3	44.9	48.02	3.12
Dsan	126	A4	52.59	55.71	3.12
Dsan	126	A5	60.03	63.22	3.19
Dsan	126	A6	67.66	70.69	3.03
Dsan	126	A7	75.3	77.85	2.55
Dsan	126	A8	82.46	84.47	2.01
Dsan	127	A1	30.5	32.04	1.54
Dsan	127	A2	37	40.46	3.46
Dsan	127	A3	44.71	48.33	3.62
Dsan	127	A4	52.36	55.57	3.21
Dsan	127	A5	59.8	63.12	3.32
Dsan	127	A6	67.18	70.36	3.18
Dsan	127	A7	74.99	77.85	2.86
Dsan	127	A8	81.91	83.8	1.89
Dsan	128	A1	30.62	32.31	1.69
Dsan	128	A2	37.01	40.61	3.6
Dsan	128	A3	44.85	48.14	3.29
Dsan	128	A4	52.17	55.45	3.28
Dsan	128	A5	59.52	62.95	3.43
Dsan	128	A6	66.75	70.07	3.32
